id,timestamp,device_id,device_name,action,details
39,2025-07-20T20:34:34.621201,13,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_ONLINE,Dispositivo voltou online
40,2025-07-20T20:58:52.408816,14,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
41,2025-07-20T20:58:55.109184,14,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_ONLINE,Dispositivo voltou online
42,2025-07-20T21:00:28.725492,15,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
43,2025-07-20T21:00:31.511831,15,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_ONLINE,Dispositivo voltou online
44,2025-07-20T21:00:49.847718,16,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
45,2025-07-20T21:00:52.586744,16,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_ONLINE,Dispositivo voltou online
46,2025-07-20T21:02:48.953384,4,,DEVICE_DELETED,Dispositivo removido do sistema
47,2025-07-20T21:02:49.267503,5,,DEVICE_DELETED,Dispositivo removido do sistema
48,2025-07-20T21:02:49.814546,6,,DEVICE_DELETED,Dispositivo removido do sistema
49,2025-07-20T21:02:49.921467,6,Device 6,DEVICE_DELETED,Dispositivo removido do sistema
50,2025-07-20T21:02:50.092706,7,,DEVICE_DELETED,Dispositivo removido do sistema
51,2025-07-20T21:02:50.200153,7,Device 7,DEVICE_DELETED,Dispositivo removido do sistema
52,2025-07-20T21:02:50.456745,8,,DEVICE_DELETED,Dispositivo removido do sistema
53,2025-07-20T21:02:50.574698,8,Device 8,DEVICE_DELETED,Dispositivo removido do sistema
54,2025-07-20T21:02:50.772501,9,,DEVICE_DELETED,Dispositivo removido do sistema
55,2025-07-20T21:02:51.261071,10,,DEVICE_DELETED,Dispositivo removido do sistema
56,2025-07-20T21:02:51.339703,10,Device 10,DEVICE_DELETED,Dispositivo removido do sistema
57,2025-07-20T21:02:51.540309,11,,DEVICE_DELETED,Dispositivo removido do sistema
58,2025-07-20T21:02:51.624599,11,Device 11,DEVICE_DELETED,Dispositivo removido do sistema
59,2025-07-20T21:02:52.124810,12,,DEVICE_DELETED,Dispositivo removido do sistema
60,2025-07-20T21:02:52.217106,12,Device 12,DEVICE_DELETED,Dispositivo removido do sistema
61,2025-07-20T21:02:52.523186,13,,DEVICE_DELETED,Dispositivo removido do sistema
62,2025-07-20T21:02:52.624587,13,Device 13,DEVICE_DELETED,Dispositivo removido do sistema
63,2025-07-20T21:02:54.660006,14,,DEVICE_DELETED,Dispositivo removido do sistema
64,2025-07-20T21:02:56.106933,15,,DEVICE_DELETED,Dispositivo removido do sistema
65,2025-07-20T21:02:56.219914,15,Device 15,DEVICE_DELETED,Dispositivo removido do sistema
66,2025-07-20T21:02:57.392653,16,,DEVICE_DELETED,Dispositivo removido do sistema
67,2025-07-20T21:11:23.796250,17,CelularAlex,DEVICE_CREATED,Dispositivo criado na loja ID 3
68,2025-07-20T21:11:59.538429,17,CelularAlex,DEVICE_ONLINE,Dispositivo voltou online
69,2025-07-20T21:12:29.797382,17,,DEVICE_ONLINE,Dispositivo voltou online
70,2025-07-20T21:30:56.398771,17,,DEVICE_DELETED,Dispositivo removido do sistema
71,2025-07-20T21:31:28.348242,18,CelularAlex,DEVICE_CREATED,Dispositivo criado na loja ID 3
72,2025-07-20T21:32:58.768077,18,CelularAlex,DEVICE_ONLINE,Dispositivo voltou online
73,2025-07-20T21:44:02.834745,18,,DEVICE_DELETED,Dispositivo removido do sistema
74,2025-07-20T21:44:34.420084,19,CelularAlex,DEVICE_CREATED,Dispositivo criado na loja ID 3
75,2025-07-20T21:51:52.027167,19,CelularAlex,DEVICE_DELETED,Dispositivo removido do sistema
76,2025-07-20T21:52:16.681240,20,CelularAlex,DEVICE_CREATED,Dispositivo criado na loja ID 3
77,2025-07-20T21:57:04.765391,20,CelularAlex,DEVICE_DELETED,Dispositivo removido do sistema
78,2025-07-20T22:02:30.642017,21,CelularAlex,DEVICE_CREATED,Dispositivo criado na loja ID 3
79,2025-07-20T22:04:45.256982,21,CelularAlex,DEVICE_DELETED,Dispositivo removido do sistema
80,2025-07-20T22:04:53.519832,22,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
81,2025-07-20T22:04:59.824443,23,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
82,2025-07-20T22:05:42.564387,24,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
83,2025-07-20T22:05:53.239759,25,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
84,2025-07-20T22:14:55.393253,22,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_DELETED,Dispositivo removido do sistema
85,2025-07-20T22:14:56.187529,23,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_DELETED,Dispositivo removido do sistema
86,2025-07-20T22:14:56.804091,24,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_DELETED,Dispositivo removido do sistema
87,2025-07-20T22:14:59.156191,25,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_DELETED,Dispositivo removido do sistema
88,2025-07-20T22:18:31.420439,26,AlexCelular,DEVICE_CREATED,Dispositivo criado na loja ID 3
89,2025-07-20T22:25:00.289339,27,teste,DEVICE_CREATED,Dispositivo criado na loja ID 3
90,2025-07-20T22:25:02.608498,28,teste,DEVICE_CREATED,Dispositivo criado na loja ID 3
91,2025-07-20T22:25:08.643902,27,teste,DEVICE_DELETED,Dispositivo removido do sistema
92,2025-07-20T22:25:10.775917,28,teste,DEVICE_DELETED,Dispositivo removido do sistema
93,2025-07-20T22:44:18.633082,29,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
94,2025-07-20T22:44:31.325612,30,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
95,2025-07-20T22:44:55.775092,31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
96,2025-07-20T22:45:13.842249,29,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_DELETED,Dispositivo removido do sistema
97,2025-07-20T22:45:13.940690,29,Device 29,DEVICE_DELETED,Dispositivo removido do sistema
98,2025-07-20T22:45:14.033728,29,Device 29,DEVICE_DELETED,Dispositivo removido do sistema
99,2025-07-20T22:45:14.346402,30,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_DELETED,Dispositivo removido do sistema
100,2025-07-20T22:45:15.751064,31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_DELETED,Dispositivo removido do sistema
101,2025-07-20T22:48:04.969556,32,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
102,2025-07-20T22:49:25.953686,32,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_DELETED,Dispositivo removido do sistema
103,2025-07-20T23:00:37.580130,33,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
104,2025-07-20T23:01:15.672224,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
105,2025-07-20T23:16:41.980924,33,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_DELETED,Dispositivo removido do sistema
106,2025-07-20T23:50:37.169533,34,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
107,2025-07-20T23:52:03.240533,34,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_DELETED,Dispositivo removido do sistema
108,2025-07-20T23:52:17.335047,35,CelularLolo,DEVICE_CREATED,Dispositivo criado na loja ID 4
109,2025-07-21T00:04:43.674975,36,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
110,2025-07-21T00:06:14.813756,36,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_DELETED,Dispositivo removido do sistema
111,2025-07-21T18:23:58.326272,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
112,2025-07-21T18:24:02.255327,35,CelularLolo,DEVICE_OFFLINE,Dispositivo ficou offline
113,2025-07-21T18:24:02.512657,35,CelularLolo,DEVICE_OFFLINE,Dispositivo ficou offline
114,2025-07-21T19:27:47.233661,37,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
115,2025-07-21T19:28:54.309723,37,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_DELETED,Dispositivo removido do sistema
116,2025-07-21T20:17:42.918199,38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
117,2025-07-22T11:08:32.207271,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
118,2025-07-22T11:08:36.168371,38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_OFFLINE,Dispositivo ficou offline
119,2025-07-22T11:08:36.411658,38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_OFFLINE,Dispositivo ficou offline
120,2025-07-22T23:20:25.220995,38,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_DELETED,Dispositivo removido do sistema
121,2025-07-23T00:41:31.813558,39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
122,2025-07-23T00:41:40.488716,39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_DELETED,Dispositivo removido do sistema
123,2025-07-23T00:41:48.023594,40,PC,DEVICE_CREATED,Dispositivo criado na loja ID 4
124,2025-07-23T11:11:20.005196,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
125,2025-07-23T11:51:26.336890,41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
126,2025-07-23T15:11:29.846076,41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_OFFLINE,Dispositivo ficou offline
127,2025-07-23T15:11:29.846076,41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_OFFLINE,Dispositivo ficou offline
128,2025-07-24T14:25:06.723524,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
129,2025-07-24T14:25:10.788629,41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_OFFLINE,Dispositivo ficou offline
130,2025-07-24T14:25:10.911080,41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_OFFLINE,Dispositivo ficou offline
131,2025-07-25T16:18:18.135064,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
132,2025-07-27T00:58:38.088855,41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_OFFLINE,Dispositivo ficou offline
133,2025-07-27T15:44:10.503638,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
134,2025-07-28T16:37:06.316521,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
135,2025-07-28T16:37:08.352006,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
136,2025-07-28T16:37:08.500159,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
137,2025-07-29T11:56:19.130815,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
138,2025-07-29T18:30:06.376381,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
139,2025-07-31T13:24:15.822782,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
140,2025-07-31T22:35:09.008756,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
141,2025-07-31T22:35:09.122006,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
142,2025-08-02T01:10:17.156456,41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36",DEVICE_DELETED,Dispositivo removido do sistema
143,2025-08-03T00:18:43.612541,42,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
144,2025-08-03T02:26:50.228171,42,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36",DEVICE_DELETED,Dispositivo removido do sistema
145,2025-08-04T20:48:55.745050,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
146,2025-08-04T20:48:57.899561,35,CelularLolo,DEVICE_OFFLINE,Dispositivo ficou offline
147,2025-08-04T20:48:58.014887,35,CelularLolo,DEVICE_OFFLINE,Dispositivo ficou offline
148,2025-08-04T20:49:00.255256,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
149,2025-08-04T20:49:00.367385,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
150,2025-08-06T22:10:31.392553,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
151,2025-08-06T22:10:33.428555,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
152,2025-08-06T22:10:33.588532,40,PC,DEVICE_OFFLINE,Dispositivo ficou offline
153,2025-08-07T00:01:46.308743,43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",DEVICE_CREATED,Dispositivo criado na loja ID 1
154,2025-08-07T16:57:40.512192,43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",DEVICE_DELETED,Dispositivo removido do sistema
155,2025-08-07T23:04:35.471975,40,PC,DEVICE_DELETED,Dispositivo removido do sistema
156,2025-08-07T23:04:53.099253,44,PCAlex,DEVICE_CREATED,Dispositivo criado na loja ID 1
157,2025-08-09T16:43:58.987375,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
158,2025-08-09T16:43:59.085172,26,AlexCelular,DEVICE_OFFLINE,Dispositivo ficou offline
159,2025-08-09T16:44:01.311100,35,CelularLolo,DEVICE_OFFLINE,Dispositivo ficou offline
160,2025-08-09T16:44:01.412295,35,CelularLolo,DEVICE_OFFLINE,Dispositivo ficou offline
161,2025-08-09T16:44:03.567570,44,PCAlex,DEVICE_OFFLINE,Dispositivo ficou offline
162,2025-08-09T16:44:03.682677,44,PCAlex,DEVICE_OFFLINE,Dispositivo ficou offline
163,2025-08-09T20:24:07.668984,26,AlexCelular,DEVICE_DELETED,Dispositivo removido do sistema
164,2025-08-09T20:24:12.186324,35,CelularLolo,DEVICE_DELETED,Dispositivo removido do sistema
165,2025-08-09T20:24:15.118250,44,PCAlex,DEVICE_DELETED,Dispositivo removido do sistema
166,2025-08-09T20:24:35.570428,45,PCALEX,DEVICE_CREATED,Dispositivo criado na loja ID 8
167,2025-08-09T20:29:37.957238,46,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",DEVICE_CREATED,Dispositivo criado na loja ID 1
